inventory_id,product_id,warehouse,inventory_date,opening_stock,units_received,units_sold,closing_stock,damaged_units,stockout_flag,average_stock
I00795,P095,WH-East,2025-08-01,295,69,41,322,1,0,308.5
I00796,P096,WH-South,2025-08-01,275,77,18,334,0,0,304.5
I00797,P097,WH-East,2025-08-01,255,81,13,320,3,0,287.5
I00798,P098,WH-North,2025-08-01,128,50,23,154,1,0,141.0
I00799,P099,WH-North,2025-08-01,285,165,135,313,2,0,299.0
I00800,P100,WH-North,2025-08-01,164,86,77,173,0,0,168.5
I00801,P001,WH-South,2025-09-01,290,105,104,289,2,0,289.5
I00802,P002,WH-East,2025-09-01,162,114,99,176,1,0,169.0
I00803,P003,WH-West,2025-09-01,66,157,16,207,0,0,136.5
I00804,P004,WH-South,2025-09-01,196,86,179,102,1,0,149.0
I00805,P005,WH-North,2025-09-01,265,11,58,215,3,0,240.0
I00806,P006,WH-South,2025-09-01,30,96,59,67,0,0,48.5
I00807,P007,WH-North,2025-09-01,87,55,93,48,1,0,67.5
I00808,P008,WH-West,2025-09-01,274,157,17,413,1,0,343.5
I00809,P009,WH-West,2025-09-01,106,92,38,159,1,0,132.5
I00810,P010,WH-South,2025-09-01,108,153,86,174,1,0,141.0
I00811,P011,WH-East,2025-09-01,272,32,163,140,1,0,206.0
I00812,P012,WH-West,2025-09-01,299,68,102,264,1,0,281.5
I00813,P013,WH-West,2025-09-01,126,163,97,191,1,0,158.5
I00814,P014,WH-West,2025-09-01,157,101,78,180,0,0,168.5
I00815,P015,WH-West,2025-09-01,27,67,150,0,0,1,13.5
I00816,P016,WH-West,2025-09-01,269,121,7,382,1,0,325.5
I00817,P017,WH-South,2025-09-01,147,119,59,206,1,0,176.5
I00818,P018,WH-South,2025-09-01,281,143,20,403,1,0,342.0
I00819,P019,WH-East,2025-09-01,165,7,137,34,1,1,99.5
I00820,P020,WH-South,2025-09-01,28,41,22,46,1,1,37.0
I00821,P021,WH-West,2025-09-01,295,165,173,286,1,0,290.5
I00822,P022,WH-West,2025-09-01,254,147,155,244,2,0,249.0
I00823,P023,WH-West,2025-09-01,92,42,130,4,0,1,48.0
I00824,P024,WH-North,2025-09-01,120,2,40,80,2,0,100.0
I00825,P025,WH-South,2025-09-01,119,156,158,116,1,0,117.5
I00826,P026,WH-South,2025-09-01,88,171,173,86,0,0,87.0
I00827,P027,WH-East,2025-09-01,68,108,123,53,0,1,60.5
I00828,P028,WH-East,2025-09-01,23,162,88,95,2,0,59.0
I00829,P029,WH-South,2025-09-01,81,57,176,0,0,1,40.5
I00830,P030,WH-East,2025-09-01,271,71,141,201,0,0,236.0
I00831,P031,WH-East,2025-09-01,105,110,152,60,3,0,82.5
I00832,P032,WH-West,2025-09-01,174,134,122,186,0,0,180.0
I00833,P033,WH-West,2025-09-01,30,99,70,59,0,1,44.5
I00834,P034,WH-West,2025-09-01,160,87,120,126,1,0,143.0
I00835,P035,WH-East,2025-09-01,218,9,162,65,0,0,141.5
I00836,P036,WH-East,2025-09-01,147,116,6,255,2,0,201.0
I00837,P037,WH-West,2025-09-01,67,63,145,0,1,1,33.5
I00838,P038,WH-North,2025-09-01,126,129,131,123,1,0,124.5
I00839,P039,WH-South,2025-09-01,242,15,145,112,0,0,177.0
I00840,P040,WH-North,2025-09-01,45,29,122,0,0,1,22.5
I00841,P041,WH-North,2025-09-01,71,82,95,58,0,1,64.5
I00842,P042,WH-West,2025-09-01,80,110,6,183,1,0,131.5
I00843,P043,WH-North,2025-09-01,208,79,117,169,1,0,188.5
I00844,P044,WH-North,2025-09-01,233,85,159,159,0,0,196.0
I00845,P045,WH-North,2025-09-01,55,151,39,167,0,0,111.0
I00846,P046,WH-North,2025-09-01,194,97,100,191,0,0,192.5
I00847,P047,WH-West,2025-09-01,261,26,116,170,1,0,215.5
I00848,P048,WH-West,2025-09-01,204,40,177,66,1,1,135.0
I00849,P049,WH-East,2025-09-01,269,95,8,355,1,0,312.0
I00850,P050,WH-North,2025-09-01,24,129,50,102,1,0,63.0
I00851,P051,WH-East,2025-09-01,155,57,107,104,1,0,129.5
I00852,P052,WH-North,2025-09-01,92,169,98,161,2,0,126.5
I00853,P053,WH-North,2025-09-01,245,21,98,168,0,0,206.5
I00854,P054,WH-South,2025-09-01,83,149,145,86,1,1,84.5
I00855,P055,WH-East,2025-09-01,264,154,51,366,1,0,315.0
I00856,P056,WH-East,2025-09-01,57,38,168,0,0,1,28.5
I00857,P057,WH-North,2025-09-01,88,33,9,111,1,0,99.5
I00858,P058,WH-West,2025-09-01,189,12,141,58,2,1,123.5
I00859,P059,WH-North,2025-09-01,113,176,96,192,1,0,152.5
I00860,P060,WH-South,2025-09-01,190,168,176,180,2,0,185.0
I00861,P061,WH-South,2025-09-01,215,13,66,161,1,0,188.0
I00862,P062,WH-West,2025-09-01,136,146,161,120,1,0,128.0
I00863,P063,WH-South,2025-09-01,85,44,75,54,0,1,69.5
I00864,P064,WH-North,2025-09-01,283,9,25,266,1,0,274.5
I00865,P065,WH-West,2025-09-01,104,24,24,104,0,0,104.0
I00866,P066,WH-South,2025-09-01,115,126,26,214,1,0,164.5
I00867,P067,WH-North,2025-09-01,165,11,32,144,0,0,154.5
I00868,P068,WH-North,2025-09-01,118,142,40,219,1,0,168.5
I00869,P069,WH-South,2025-09-01,110,125,49,186,0,0,148.0
I00870,P070,WH-South,2025-09-01,205,29,113,121,0,0,163.0
I00871,P071,WH-South,2025-09-01,201,85,41,244,1,0,222.5
I00872,P072,WH-South,2025-09-01,116,23,73,66,0,1,91.0
I00873,P073,WH-West,2025-09-01,105,160,21,244,0,0,174.5
I00874,P074,WH-East,2025-09-01,237,140,10,366,1,0,301.5
I00875,P075,WH-South,2025-09-01,254,127,128,252,1,0,253.0
I00876,P076,WH-North,2025-09-01,35,83,174,0,0,1,17.5
I00877,P077,WH-East,2025-09-01,119,14,89,43,1,0,81.0
I00878,P078,WH-West,2025-09-01,105,30,160,0,1,1,52.5
I00879,P079,WH-East,2025-09-01,38,162,19,181,0,0,109.5
I00880,P080,WH-South,2025-09-01,262,147,13,395,1,0,328.5
I00881,P081,WH-West,2025-09-01,122,90,6,203,3,0,162.5
I00882,P082,WH-East,2025-09-01,40,50,162,0,2,1,20.0
I00883,P083,WH-West,2025-09-01,284,112,172,224,0,0,254.0
I00884,P084,WH-West,2025-09-01,247,36,95,187,1,0,217.0
I00885,P085,WH-West,2025-09-01,197,109,108,197,1,0,197.0
I00886,P086,WH-North,2025-09-01,86,164,8,241,1,0,163.5
I00887,P087,WH-South,2025-09-01,289,122,115,296,0,0,292.5
I00888,P088,WH-West,2025-09-01,97,24,43,76,2,1,86.5
I00889,P089,WH-North,2025-09-01,89,153,52,189,1,0,139.0
I00890,P090,WH-North,2025-09-01,133,20,114,39,0,1,86.0
I00891,P091,WH-East,2025-09-01,37,14,46,3,2,1,20.0
I00892,P092,WH-South,2025-09-01,240,94,97,235,2,0,237.5
I00893,P093,WH-North,2025-09-01,97,94,150,41,0,0,69.0
I00894,P094,WH-South,2025-09-01,45,143,81,104,3,1,74.5
I00895,P095,WH-South,2025-09-01,220,46,75,190,1,0,205.0
I00896,P096,WH-East,2025-09-01,27,1,150,0,1,1,13.5
I00897,P097,WH-South,2025-09-01,61,101,143,18,1,1,39.5
I00898,P098,WH-West,2025-09-01,240,48,108,179,1,0,209.5
I00899,P099,WH-West,2025-09-01,47,92,31,106,2,0,76.5
I00900,P100,WH-South,2025-09-01,67,97,20,142,2,0,104.5
I00901,P001,WH-West,2025-10-01,34,101,98,37,0,1,35.5
I00902,P002,WH-South,2025-10-01,148,152,68,230,2,0,189.0
I00903,P003,WH-East,2025-10-01,267,175,72,368,2,0,317.5
I00904,P004,WH-East,2025-10-01,245,144,96,291,2,0,268.0
I00905,P005,WH-North,2025-10-01,36,135,6,165,0,0,100.5
I00906,P006,WH-North,2025-10-01,138,98,111,125,0,0,131.5
I00907,P007,WH-North,2025-10-01,28,141,78,89,2,0,58.5
I00908,P008,WH-West,2025-10-01,214,155,98,269,2,0,241.5
I00909,P009,WH-West,2025-10-01,199,10,158,50,1,0,124.5
I00910,P010,WH-West,2025-10-01,244,168,71,339,2,0,291.5
I00911,P011,WH-East,2025-10-01,114,105,139,78,2,1,96.0
I00912,P012,WH-East,2025-10-01,101,12,37,75,1,0,88.0
I00913,P013,WH-South,2025-10-01,286,69,25,330,0,0,308.0
I00914,P014,WH-West,2025-10-01,54,46,16,83,1,0,68.5
I00915,P015,WH-South,2025-10-01,297,138,91,341,3,0,319.0
I00916,P016,WH-South,2025-10-01,189,116,84,220,1,0,204.5
I00917,P017,WH-North,2025-10-01,107,96,22,179,2,0,143.0
I00918,P018,WH-East,2025-10-01,84,122,112,94,0,1,89.0
I00919,P019,WH-South,2025-10-01,237,146,93,287,3,0,262.0
I00920,P020,WH-South,2025-10-01,238,160,74,324,0,0,281.0
I00921,P021,WH-South,2025-10-01,118,86,84,119,1,0,118.5
I00922,P022,WH-West,2025-10-01,242,179,143,277,1,0,259.5
I00923,P023,WH-South,2025-10-01,162,27,146,43,0,1,102.5
I00924,P024,WH-South,2025-10-01,199,36,6,229,0,0,214.0
I00925,P025,WH-South,2025-10-01,245,72,112,203,2,0,224.0
I00926,P026,WH-West,2025-10-01,135,113,34,213,1,0,174.0
I00927,P027,WH-South,2025-10-01,126,58,124,59,1,1,92.5
I00928,P028,WH-West,2025-10-01,179,74,97,155,1,0,167.0
I00929,P029,WH-West,2025-10-01,188,56,57,187,0,0,187.5
I00930,P030,WH-North,2025-10-01,241,75,50,264,2,0,252.5
I00931,P031,WH-South,2025-10-01,135,11,5,140,1,0,137.5
I00932,P032,WH-West,2025-10-01,69,129,10,187,1,0,128.0
I00933,P033,WH-East,2025-10-01,185,75,87,172,1,0,178.5
I00934,P034,WH-East,2025-10-01,175,11,56,130,0,0,152.5
I00935,P035,WH-South,2025-10-01,119,21,106,32,2,0,75.5
I00936,P036,WH-South,2025-10-01,86,136,147,75,0,0,80.5
I00937,P037,WH-South,2025-10-01,216,121,99,238,0,0,227.0
I00938,P038,WH-North,2025-10-01,41,53,129,0,1,1,20.5
I00939,P039,WH-South,2025-10-01,200,98,23,273,2,0,236.5
I00940,P040,WH-West,2025-10-01,297,140,127,310,0,0,303.5
I00941,P041,WH-North,2025-10-01,266,65,174,157,0,0,211.5
I00942,P042,WH-West,2025-10-01,55,117,13,159,0,0,107.0
I00943,P043,WH-West,2025-10-01,86,6,27,65,0,0,75.5
I00944,P044,WH-South,2025-10-01,88,12,14,86,0,0,87.0
I00945,P045,WH-East,2025-10-01,227,179,133,273,0,0,250.0
I00946,P046,WH-North,2025-10-01,116,27,137,4,2,1,60.0
I00947,P047,WH-North,2025-10-01,294,103,46,348,3,0,321.0
I00948,P048,WH-South,2025-10-01,243,38,42,239,0,0,241.0
I00949,P049,WH-East,2025-10-01,79,61,35,104,1,0,91.5
I00950,P050,WH-South,2025-10-01,177,160,116,220,1,0,198.5
I00951,P051,WH-South,2025-10-01,231,146,141,235,1,0,233.0
I00952,P052,WH-South,2025-10-01,153,164,83,234,0,0,193.5
I00953,P053,WH-North,2025-10-01,167,29,22,174,0,0,170.5
I00954,P054,WH-South,2025-10-01,236,87,99,224,0,0,230.0
I00955,P055,WH-East,2025-10-01,80,81,82,76,3,0,78.0
I00956,P056,WH-North,2025-10-01,59,115,28,145,1,0,102.0
I00957,P057,WH-East,2025-10-01,58,130,112,75,1,0,66.5
I00958,P058,WH-West,2025-10-01,298,88,21,363,2,0,330.5
I00959,P059,WH-North,2025-10-01,47,57,22,81,1,0,64.0
I00960,P060,WH-East,2025-10-01,83,36,7,110,2,1,96.5
I00961,P061,WH-North,2025-10-01,102,166,137,129,2,0,115.5
I00962,P062,WH-North,2025-10-01,45,166,177,32,2,1,38.5
I00963,P063,WH-North,2025-10-01,170,39,36,173,0,0,171.5
I00964,P064,WH-South,2025-10-01,193,74,46,221,0,0,207.0
I00965,P065,WH-North,2025-10-01,122,46,170,0,1,1,61.0
I00966,P066,WH-West,2025-10-01,121,87,162,45,1,1,83.0
I00967,P067,WH-North,2025-10-01,26,56,34,47,1,1,36.5
I00968,P068,WH-North,2025-10-01,191,156,94,252,1,0,221.5
I00969,P069,WH-North,2025-10-01,277,141,117,300,1,0,288.5
I00970,P070,WH-West,2025-10-01,259,111,39,329,2,0,294.0
I00971,P071,WH-East,2025-10-01,101,31,155,0,1,1,50.5
I00972,P072,WH-West,2025-10-01,244,124,100,266,2,0,255.0
I00973,P073,WH-South,2025-10-01,104,83,91,96,0,0,100.0
I00974,P074,WH-West,2025-10-01,26,13,7,31,1,1,28.5
I00975,P075,WH-South,2025-10-01,187,168,154,199,2,0,193.0
I00976,P076,WH-South,2025-10-01,140,22,106,52,4,0,96.0
I00977,P077,WH-North,2025-10-01,20,31,153,0,3,1,10.0
I00978,P078,WH-East,2025-10-01,196,84,97,183,0,0,189.5
I00979,P079,WH-East,2025-10-01,115,58,136,37,0,1,76.0
I00980,P080,WH-East,2025-10-01,274,90,69,294,1,0,284.0
I00981,P081,WH-East,2025-10-01,161,164,34,291,0,0,226.0
I00982,P082,WH-West,2025-10-01,22,38,23,36,1,1,29.0
I00983,P083,WH-West,2025-10-01,147,166,14,298,1,0,222.5
I00984,P084,WH-North,2025-10-01,170,58,87,140,1,0,155.0
I00985,P085,WH-South,2025-10-01,263,43,22,282,2,0,272.5
I00986,P086,WH-East,2025-10-01,236,0,164,70,2,1,153.0
I00987,P087,WH-South,2025-10-01,109,99,178,29,1,1,69.0
I00988,P088,WH-North,2025-10-01,127,163,54,235,1,0,181.0
I00989,P089,WH-West,2025-10-01,217,22,16,222,1,0,219.5
I00990,P090,WH-South,2025-10-01,243,33,98,176,2,0,209.5
I00991,P091,WH-South,2025-10-01,182,175,41,316,0,0,249.0
I00992,P092,WH-East,2025-10-01,230,127,90,265,2,0,247.5
I00993,P093,WH-North,2025-10-01,270,38,8,300,0,0,285.0
I00994,P094,WH-South,2025-10-01,294,91,125,258,2,0,276.0
I00995,P095,WH-East,2025-10-01,107,54,95,66,0,1,86.5
I00996,P096,WH-South,2025-10-01,48,45,101,0,0,1,24.0
I00997,P097,WH-West,2025-10-01,268,73,156,184,1,0,226.0
I00998,P098,WH-West,2025-10-01,126,95,93,125,3,0,125.5
I00999,P099,WH-East,2025-10-01,176,82,123,133,2,0,154.5
I01000,P100,WH-South,2025-10-01,32,55,23,62,2,1,47.0
I01001,P001,WH-North,2025-11-01,175,79,118,135,1,0,155.0
I01002,P002,WH-North,2025-11-01,82,25,91,15,1,1,48.5
I01003,P003,WH-East,2025-11-01,219,105,135,188,1,0,203.5
I01004,P004,WH-West,2025-11-01,266,115,9,371,1,0,318.5
I01005,P005,WH-West,2025-11-01,33,52,49,35,1,1,34.0
I01006,P006,WH-South,2025-11-01,119,82,48,153,0,0,136.0
I01007,P007,WH-West,2025-11-01,40,65,105,0,1,1,20.0
I01008,P008,WH-North,2025-11-01,238,16,8,245,1,0,241.5
I01009,P009,WH-West,2025-11-01,208,141,94,255,0,0,231.5
I01010,P010,WH-West,2025-11-01,195,175,85,285,0,0,240.0
I01011,P011,WH-North,2025-11-01,151,80,165,64,2,1,107.5
I01012,P012,WH-West,2025-11-01,77,64,108,32,1,1,54.5
I01013,P013,WH-South,2025-11-01,108,108,118,98,0,0,103.0
I01014,P014,WH-East,2025-11-01,121,20,87,54,0,0,87.5
I01015,P015,WH-North,2025-11-01,217,41,41,215,2,0,216.0
I01016,P016,WH-South,2025-11-01,173,112,43,241,1,0,207.0
I01017,P017,WH-West,2025-11-01,205,155,75,282,3,0,243.5
I01018,P018,WH-East,2025-11-01,192,64,8,247,1,0,219.5
I01019,P019,WH-East,2025-11-01,166,85,104,145,2,0,155.5
I01020,P020,WH-South,2025-11-01,83,62,33,111,1,0,97.0
I01021,P021,WH-East,2025-11-01,275,38,27,286,0,0,280.5
I01022,P022,WH-North,2025-11-01,151,108,112,147,0,0,149.0
I01023,P023,WH-West,2025-11-01,296,170,142,324,0,0,310.0
I01024,P024,WH-West,2025-11-01,110,112,130,91,1,0,100.5
I01025,P025,WH-North,2025-11-01,157,46,13,189,1,0,173.0
I01026,P026,WH-West,2025-11-01,143,67,113,96,1,0,119.5
I01027,P027,WH-East,2025-11-01,151,104,133,118,4,0,134.5
I01028,P028,WH-South,2025-11-01,172,136,29,277,2,0,224.5
I01029,P029,WH-East,2025-11-01,68,64,13,118,1,0,93.0
I01030,P030,WH-East,2025-11-01,115,84,40,159,0,0,137.0
I01031,P031,WH-West,2025-11-01,182,131,66,246,1,0,214.0
I01032,P032,WH-East,2025-11-01,138,75,73,138,2,0,138.0
I01033,P033,WH-South,2025-11-01,273,3,60,214,2,0,243.5
I01034,P034,WH-East,2025-11-01,269,143,57,354,1,0,311.5
I01035,P035,WH-East,2025-11-01,185,122,36,269,2,0,227.0
I01036,P036,WH-East,2025-11-01,93,153,114,129,3,0,111.0
I01037,P037,WH-South,2025-11-01,192,14,150,56,0,1,124.0
I01038,P038,WH-South,2025-11-01,34,64,109,0,2,1,17.0
I01039,P039,WH-South,2025-11-01,49,40,71,16,2,1,32.5
I01040,P040,WH-East,2025-11-01,137,72,105,104,0,0,120.5
I01041,P041,WH-North,2025-11-01,114,101,135,79,1,1,96.5
I01042,P042,WH-North,2025-11-01,151,167,106,211,1,0,181.0
I01043,P043,WH-South,2025-11-01,274,161,177,256,2,0,265.0
I01044,P044,WH-West,2025-11-01,116,138,40,214,0,0,165.0
I01045,P045,WH-South,2025-11-01,172,164,94,242,0,0,207.0
I01046,P046,WH-East,2025-11-01,288,71,51,308,0,0,298.0
I01047,P047,WH-East,2025-11-01,227,169,132,264,0,0,245.5
I01048,P048,WH-East,2025-11-01,135,143,60,217,1,0,176.0
I01049,P049,WH-South,2025-11-01,255,95,84,265,1,0,260.0
I01050,P050,WH-North,2025-11-01,227,57,19,262,3,0,244.5
I01051,P051,WH-South,2025-11-01,83,134,56,160,1,0,121.5
I01052,P052,WH-South,2025-11-01,193,37,145,83,2,0,138.0
I01053,P053,WH-West,2025-11-01,218,34,135,114,3,0,166.0
I01054,P054,WH-South,2025-11-01,163,101,85,176,3,0,169.5
I01055,P055,WH-West,2025-11-01,234,107,61,280,0,0,257.0
I01056,P056,WH-West,2025-11-01,105,65,82,87,1,0,96.0
I01057,P057,WH-South,2025-11-01,121,80,77,123,1,0,122.0
I01058,P058,WH-East,2025-11-01,213,20,167,65,1,1,139.0
I01059,P059,WH-West,2025-11-01,44,171,103,111,1,0,77.5
I01060,P060,WH-South,2025-11-01,131,110,133,107,1,1,119.0
I01061,P061,WH-West,2025-11-01,37,163,138,60,2,1,48.5
I01062,P062,WH-East,2025-11-01,59,29,82,6,0,1,32.5
I01063,P063,WH-East,2025-11-01,183,78,162,99,0,0,141.0
I01064,P064,WH-South,2025-11-01,292,26,112,205,1,0,248.5
I01065,P065,WH-West,2025-11-01,190,128,28,287,3,0,238.5
I01066,P066,WH-East,2025-11-01,37,76,126,0,2,1,18.5
I01067,P067,WH-West,2025-11-01,247,82,145,183,1,0,215.0
I01068,P068,WH-East,2025-11-01,173,123,141,154,1,0,163.5
I01069,P069,WH-South,2025-11-01,141,105,75,170,1,0,155.5
I01070,P070,WH-West,2025-11-01,263,114,165,211,1,0,237.0
I01071,P071,WH-East,2025-11-01,187,131,160,158,0,0,172.5
I01072,P072,WH-North,2025-11-01,68,103,116,54,1,1,61.0
I01073,P073,WH-North,2025-11-01,165,130,102,193,0,0,179.0
I01074,P074,WH-South,2025-11-01,54,71,176,0,1,1,27.0
I01075,P075,WH-South,2025-11-01,132,93,118,106,1,0,119.0
I01076,P076,WH-North,2025-11-01,76,172,6,242,0,0,159.0
I01077,P077,WH-North,2025-11-01,137,83,79,139,2,0,138.0
I01078,P078,WH-North,2025-11-01,72,93,37,127,1,0,99.5
I01079,P079,WH-South,2025-11-01,148,162,29,279,2,0,213.5
I01080,P080,WH-West,2025-11-01,255,114,129,239,1,0,247.0
I01081,P081,WH-East,2025-11-01,146,137,152,131,0,0,138.5
I01082,P082,WH-East,2025-11-01,34,115,160,0,1,1,17.0
I01083,P083,WH-North,2025-11-01,201,169,42,324,4,0,262.5
I01084,P084,WH-East,2025-11-01,143,82,138,86,1,0,114.5
I01085,P085,WH-South,2025-11-01,289,145,74,357,3,0,323.0
I01086,P086,WH-South,2025-11-01,288,72,118,241,1,0,264.5
I01087,P087,WH-West,2025-11-01,289,8,141,156,0,0,222.5
I01088,P088,WH-East,2025-11-01,173,168,113,226,2,0,199.5
I01089,P089,WH-East,2025-11-01,103,67,18,150,2,0,126.5
I01090,P090,WH-South,2025-11-01,296,70,10,353,3,0,324.5
I01091,P091,WH-West,2025-11-01,172,131,166,137,0,0,154.5
I01092,P092,WH-West,2025-11-01,139,154,94,198,1,0,168.5
I01093,P093,WH-West,2025-11-01,123,147,19,251,0,0,187.0
I01094,P094,WH-South,2025-11-01,299,79,48,330,0,0,314.5
I01095,P095,WH-West,2025-11-01,224,178,154,247,1,0,235.5
I01096,P096,WH-East,2025-11-01,134,24,27,131,0,0,132.5
I01097,P097,WH-East,2025-11-01,52,38,157,0,1,1,26.0
I01098,P098,WH-North,2025-11-01,206,158,53,311,0,0,258.5
I01099,P099,WH-North,2025-11-01,207,108,170,144,1,0,175.5
I01100,P100,WH-South,2025-11-01,240,86,12,313,1,0,276.5
I01101,P001,WH-East,2025-12-01,240,90,60,269,1,0,254.5
I01102,P002,WH-East,2025-12-01,292,135,41,386,0,0,339.0
I01103,P003,WH-East,2025-12-01,133,57,48,142,0,0,137.5
I01104,P004,WH-South,2025-12-01,31,137,58,110,0,0,70.5
I01105,P005,WH-North,2025-12-01,155,99,172,81,1,0,118.0
I01106,P006,WH-South,2025-12-01,39,117,53,101,2,0,70.0
I01107,P007,WH-South,2025-12-01,166,141,11,296,0,0,231.0
I01108,P008,WH-West,2025-12-01,169,132,28,272,1,0,220.5
I01109,P009,WH-East,2025-12-01,253,153,59,347,0,0,300.0
I01110,P010,WH-West,2025-12-01,192,24,148,67,1,1,129.5
I01111,P011,WH-South,2025-12-01,48,63,133,0,0,1,24.0
I01112,P012,WH-West,2025-12-01,45,84,54,74,1,0,59.5
I01113,P013,WH-East,2025-12-01,99,28,139,0,0,1,49.5
I01114,P014,WH-North,2025-12-01,152,116,12,256,0,0,204.0
I01115,P015,WH-East,2025-12-01,199,73,5,267,0,0,233.0
I01116,P016,WH-South,2025-12-01,203,173,28,347,1,0,275.0
I01117,P017,WH-East,2025-12-01,23,107,123,7,0,1,15.0
I01118,P018,WH-North,2025-12-01,142,90,150,81,1,1,111.5
I01119,P019,WH-East,2025-12-01,122,102,89,133,2,0,127.5
I01120,P020,WH-North,2025-12-01,64,88,158,0,1,1,32.0
I01121,P021,WH-South,2025-12-01,138,83,150,71,0,0,104.5
I01122,P022,WH-East,2025-12-01,66,0,165,0,1,1,33.0
I01123,P023,WH-West,2025-12-01,263,13,176,98,2,0,180.5
I01124,P024,WH-North,2025-12-01,184,155,127,211,1,0,197.5
I01125,P025,WH-West,2025-12-01,199,144,169,172,2,0,185.5
I01126,P026,WH-South,2025-12-01,76,3,53,25,1,1,50.5
I01127,P027,WH-North,2025-12-01,200,159,106,253,0,0,226.5
I01128,P028,WH-West,2025-12-01,285,112,6,390,1,0,337.5
I01129,P029,WH-South,2025-12-01,139,143,20,261,1,0,200.0
I01130,P030,WH-North,2025-12-01,250,41,164,127,0,0,188.5
I01131,P031,WH-North,2025-12-01,22,71,120,0,2,1,11.0
I01132,P032,WH-West,2025-12-01,204,83,176,110,1,0,157.0
I01133,P033,WH-South,2025-12-01,42,137,142,37,0,1,39.5
I01134,P034,WH-South,2025-12-01,214,96,78,230,2,0,222.0
I01135,P035,WH-West,2025-12-01,282,9,31,260,0,0,271.0
I01136,P036,WH-South,2025-12-01,214,47,111,148,2,0,181.0
I01137,P037,WH-West,2025-12-01,117,91,15,192,1,0,154.5
I01138,P038,WH-East,2025-12-01,167,132,130,169,0,0,168.0
I01139,P039,WH-West,2025-12-01,141,97,135,101,2,0,121.0
I01140,P040,WH-North,2025-12-01,75,123,175,22,1,1,48.5
I01141,P041,WH-East,2025-12-01,195,104,101,197,1,0,196.0
I01142,P042,WH-West,2025-12-01,73,124,69,124,4,0,98.5
I01143,P043,WH-North,2025-12-01,255,127,152,230,0,0,242.5
I01144,P044,WH-East,2025-12-01,76,28,178,0,0,1,38.0
I01145,P045,WH-North,2025-12-01,98,106,56,147,1,0,122.5
I01146,P046,WH-West,2025-12-01,198,30,88,140,0,0,169.0
I01147,P047,WH-South,2025-12-01,158,147,60,244,1,0,201.0
I01148,P048,WH-West,2025-12-01,189,46,10,224,1,0,206.5
I01149,P049,WH-North,2025-12-01,90,36,127,0,0,1,45.0
I01150,P050,WH-West,2025-12-01,232,59,55,235,1,0,233.5
I01151,P051,WH-East,2025-12-01,83,114,25,172,0,0,127.5
I01152,P052,WH-North,2025-12-01,73,127,135,65,0,0,69.0
I01153,P053,WH-South,2025-12-01,84,3,131,0,4,1,42.0
I01154,P054,WH-North,2025-12-01,128,15,146,0,2,1,64.0
I01155,P055,WH-North,2025-12-01,93,52,122,23,0,1,58.0
I01156,P056,WH-North,2025-12-01,245,160,66,339,0,0,292.0
I01157,P057,WH-West,2025-12-01,35,157,171,20,1,1,27.5
I01158,P058,WH-West,2025-12-01,159,129,165,122,1,0,140.5
I01159,P059,WH-South,2025-12-01,182,94,127,147,2,0,164.5
I01160,P060,WH-West,2025-12-01,251,80,11,320,0,0,285.5
I01161,P061,WH-East,2025-12-01,238,64,97,205,0,0,221.5
I01162,P062,WH-North,2025-12-01,245,24,10,258,1,0,251.5
I01163,P063,WH-West,2025-12-01,38,8,165,0,0,1,19.0
I01164,P064,WH-North,2025-12-01,42,161,91,110,2,0,76.0
I01165,P065,WH-East,2025-12-01,26,106,116,15,1,1,20.5
I01166,P066,WH-West,2025-12-01,275,145,87,333,0,0,304.0
I01167,P067,WH-East,2025-12-01,51,76,74,50,3,1,50.5
I01168,P068,WH-West,2025-12-01,53,83,115,21,0,1,37.0
I01169,P069,WH-South,2025-12-01,116,56,154,17,1,1,66.5
I01170,P070,WH-West,2025-12-01,51,124,112,63,0,1,57.0
I01171,P071,WH-South,2025-12-01,21,58,37,40,2,1,30.5
I01172,P072,WH-East,2025-12-01,124,13,63,74,0,1,99.0
I01173,P073,WH-North,2025-12-01,48,111,113,46,0,0,47.0
I01174,P074,WH-North,2025-12-01,204,57,97,164,0,0,184.0
I01175,P075,WH-South,2025-12-01,72,85,68,88,1,1,80.0
I01176,P076,WH-West,2025-12-01,79,83,52,106,4,0,92.5
I01177,P077,WH-West,2025-12-01,45,83,154,0,0,1,22.5
I01178,P078,WH-East,2025-12-01,80,150,65,164,1,0,122.0
I01179,P079,WH-North,2025-12-01,294,12,134,171,1,0,232.5
I01180,P080,WH-West,2025-12-01,188,137,7,318,0,0,253.0
I01181,P081,WH-East,2025-12-01,126,39,171,0,1,1,63.0
I01182,P082,WH-East,2025-12-01,207,7,78,136,0,0,171.5
I01183,P083,WH-South,2025-12-01,114,130,171,73,0,0,93.5
I01184,P084,WH-West,2025-12-01,48,147,83,111,1,0,79.5
I01185,P085,WH-North,2025-12-01,32,107,171,0,1,1,16.0
I01186,P086,WH-East,2025-12-01,232,168,95,305,0,0,268.5
I01187,P087,WH-South,2025-12-01,28,171,129,68,2,0,48.0
I01188,P088,WH-North,2025-12-01,106,17,178,0,1,1,53.0
I01189,P089,WH-East,2025-12-01,145,48,106,86,1,0,115.5
I01190,P090,WH-East,2025-12-01,157,84,170,71,0,0,114.0
I01191,P091,WH-North,2025-12-01,268,11,56,221,2,0,244.5
I01192,P092,WH-East,2025-12-01,43,175,35,182,1,0,112.5
