procurement_id,po_date,supplier_id,product_id,warehouse,quantity_ordered,quantity_received,unit_cost,procurement_cost,expected_delivery_date,actual_delivery_date
PO00541,2026-02-04,S010,P004,WH-North,498,498,4269.34,2126131.32,2026-02-16,2026-02-21
PO00542,2025-01-18,S004,P089,WH-North,21,20,3726.91,74538.2,2025-01-31,2025-02-07
PO00543,2025-06-11,S012,P075,WH-East,176,151,4020.25,607057.75,2025-06-28,2025-06-27
PO00544,2026-02-09,S010,P033,WH-East,327,317,5454.17,1728971.89,2026-02-24,2026-03-01
PO00545,2026-04-05,S021,P011,WH-East,161,157,7695.2,1208146.4,2026-04-18,2026-04-22
PO00546,2025-06-08,S013,P076,WH-West,47,47,1819.91,85535.77,2025-07-02,2025-07-03
PO00547,2025-01-10,S009,P079,WH-West,276,276,6732.07,1858051.32,2025-01-22,2025-01-29
PO00548,2026-05-31,S022,P057,WH-East,462,388,606.82,235446.16,2026-06-14,2026-06-22
PO00549,2025-01-15,S017,P026,WH-South,319,291,5615.99,1634253.09,2025-01-28,2025-01-30
PO00550,2025-02-24,S012,P088,WH-West,267,256,5620.86,1438940.16,2025-03-04,2025-03-01
PO00551,2026-03-22,S017,P026,WH-East,355,355,5615.99,1993676.45,2026-04-05,2026-04-07
PO00552,2025-06-05,S015,P054,WH-East,104,87,3739.53,325339.11,2025-06-26,2025-07-01
PO00553,2026-01-26,S001,P027,WH-North,262,234,3376.64,790133.76,2026-02-18,2026-02-21
PO00554,2025-05-19,S016,P100,WH-West,225,207,4482.47,927871.29,2025-06-02,2025-06-07
PO00555,2026-02-17,S013,P091,WH-East,446,403,2579.79,1039655.37,2026-03-11,2026-03-12
PO00556,2025-05-05,S015,P054,WH-North,292,266,3739.53,994714.98,2025-05-25,2025-05-26
PO00557,2025-08-07,S022,P002,WH-South,457,408,6949.48,2835387.84,2025-08-15,2025-08-16
PO00558,2025-10-08,S017,P087,WH-North,290,290,5608.98,1626604.2,2025-10-21,2025-10-23
PO00559,2026-03-16,S004,P009,WH-West,67,66,5350.8,353152.8,2026-03-29,2026-03-29
PO00560,2025-04-12,S017,P072,WH-West,498,482,5486.78,2644627.96,2025-04-18,2025-04-24
PO00561,2025-02-09,S012,P064,WH-South,65,59,6957.51,410493.09,2025-03-04,2025-03-09
PO00562,2026-04-16,S005,P065,WH-North,196,195,5199.81,1013962.95,2026-04-28,2026-05-01
PO00563,2026-01-11,S012,P021,WH-North,439,368,2470.72,909224.96,2026-02-03,2026-02-02
PO00564,2025-07-10,S017,P026,WH-East,289,245,5615.99,1375917.55,2025-07-18,2025-07-24
PO00565,2026-03-10,S001,P015,WH-North,247,247,7332.43,1811110.21,2026-03-25,2026-03-28
PO00566,2025-01-11,S014,P043,WH-West,494,461,6183.15,2850432.15,2025-01-18,2025-01-25
PO00567,2025-09-03,S004,P089,WH-West,406,346,3726.91,1289510.86,2025-09-25,2025-09-24
PO00568,2025-05-12,S021,P039,WH-South,375,375,1910.51,716441.25,2025-06-02,2025-06-01
PO00569,2026-04-29,S003,P016,WH-West,273,273,4791.69,1308131.37,2026-05-22,2026-05-22
PO00570,2026-02-19,S003,P035,WH-North,265,264,7193.14,1898988.96,2026-03-04,2026-03-12
PO00571,2025-11-26,S003,P023,WH-West,409,355,1939.29,688447.95,2025-12-16,2025-12-14
PO00572,2025-12-21,S015,P012,WH-East,401,351,2355.34,826724.34,2026-01-02,2026-01-06
PO00573,2025-09-18,S009,P056,WH-East,494,445,765.88,340816.6,2025-10-01,2025-10-09
PO00574,2025-01-04,S017,P052,WH-West,41,38,1367.08,51949.04,2025-01-13,2025-01-10
PO00575,2025-12-07,S013,P019,WH-South,41,41,4142.28,169833.48,2025-12-16,2025-12-22
PO00576,2025-04-05,S008,P098,WH-East,439,439,2306.64,1012614.96,2025-04-23,2025-04-20
PO00577,2025-01-16,S010,P062,WH-West,243,243,7600.79,1846991.97,2025-02-03,2025-02-10
PO00578,2025-04-21,S003,P008,WH-West,366,307,5513.62,1692681.34,2025-04-30,2025-04-27
PO00579,2025-11-22,S017,P087,WH-North,218,212,5608.98,1189103.76,2025-11-30,2025-11-30
PO00580,2025-08-10,S021,P011,WH-South,250,249,7695.2,1916104.8,2025-08-31,2025-08-28
PO00581,2025-09-28,S014,P043,WH-East,453,402,6183.15,2485626.3,2025-10-08,2025-10-07
PO00582,2026-03-12,S008,P098,WH-North,351,303,2306.64,698911.92,2026-03-23,2026-03-26
PO00583,2025-04-04,S025,P069,WH-East,355,344,5619.39,1933070.16,2025-04-22,2025-04-21
PO00584,2025-12-02,S016,P037,WH-West,249,209,1418.79,296527.11,2025-12-21,2025-12-29
PO00585,2026-05-16,S017,P025,WH-East,216,216,1867.3,403336.8,2026-05-26,2026-05-24
PO00586,2025-06-13,S012,P088,WH-South,253,215,5620.86,1208484.9,2025-06-27,2025-07-03
PO00587,2026-01-21,S015,P024,WH-South,388,354,3955.92,1400395.68,2026-02-02,2026-02-04
PO00588,2026-02-16,S002,P034,WH-South,310,310,5330.87,1652569.7,2026-02-28,2026-03-04
PO00589,2026-01-03,S010,P082,WH-North,284,284,5709.22,1621418.48,2026-01-12,2026-01-12
PO00590,2025-10-23,S015,P012,WH-East,176,172,2355.34,405118.48,2025-11-12,2025-11-20
PO00591,2025-11-15,S019,P042,WH-South,46,45,4016.26,180731.7,2025-12-09,2025-12-09
PO00592,2025-09-12,S009,P079,WH-North,460,460,6732.07,3096752.2,2025-09-27,2025-10-04
PO00593,2026-05-04,S015,P012,WH-North,243,243,2355.34,572347.62,2026-05-15,2026-05-13
PO00594,2026-02-24,S005,P029,WH-North,221,209,6128.71,1280900.39,2026-03-02,2026-03-03
PO00595,2025-07-06,S022,P093,WH-East,108,104,7471.92,777079.68,2025-07-17,2025-07-23
PO00596,2025-01-25,S002,P020,WH-South,334,314,1946.07,611065.98,2025-02-04,2025-02-08
PO00597,2025-05-22,S009,P079,WH-East,189,174,6732.07,1171380.18,2025-06-14,2025-06-11
PO00598,2026-03-04,S001,P003,WH-North,456,454,5817.69,2641231.26,2026-03-26,2026-03-24
PO00599,2025-05-04,S019,P080,WH-East,313,303,5694.0,1725282.0,2025-05-09,2025-05-06
PO00600,2025-01-25,S005,P061,WH-South,364,361,6142.41,2217410.01,2025-02-16,2025-02-16
PO00601,2026-04-22,S020,P083,WH-West,407,342,1022.9,349831.8,2026-05-08,2026-05-11
PO00602,2026-04-08,S023,P071,WH-North,382,357,3389.05,1209890.85,2026-04-29,2026-05-06
PO00603,2026-03-07,S016,P100,WH-East,199,176,4482.47,788914.72,2026-03-19,2026-03-18
PO00604,2025-08-20,S007,P022,WH-South,319,294,7083.75,2082622.5,2025-09-13,2025-09-17
PO00605,2025-12-11,S009,P079,WH-South,42,40,6732.07,269282.8,2025-12-18,2025-12-20
PO00606,2025-01-23,S017,P073,WH-South,221,219,4048.01,886514.19,2025-02-06,2025-02-04
PO00607,2025-05-02,S007,P017,WH-South,345,285,5748.97,1638456.45,2025-05-22,2025-05-27
PO00608,2025-08-11,S009,P097,WH-North,96,82,6093.09,499633.38,2025-09-02,2025-09-07
PO00609,2025-08-18,S022,P002,WH-North,242,242,6949.48,1681774.16,2025-08-23,2025-08-26
PO00610,2025-01-17,S021,P007,WH-West,344,344,7730.21,2659192.24,2025-01-29,2025-02-04
PO00611,2025-10-12,S021,P095,WH-East,207,172,4617.29,794173.88,2025-11-04,2025-11-08
PO00612,2025-01-02,S010,P014,WH-South,270,239,5698.83,1362020.37,2025-01-09,2025-01-15
PO00613,2025-09-24,S010,P004,WH-South,407,335,4269.34,1430228.9,2025-10-14,2025-10-11
PO00614,2026-06-12,S023,P045,WH-North,150,146,7714.42,1126305.32,2026-07-02,2026-07-04
PO00615,2026-06-17,S004,P063,WH-West,497,475,4099.62,1947319.5,2026-07-07,2026-07-12
PO00616,2025-09-08,S014,P010,WH-East,42,39,6761.94,263715.66,2025-09-24,2025-09-26
PO00617,2025-10-04,S023,P045,WH-East,56,54,7714.42,416578.68,2025-10-17,2025-10-16
PO00618,2025-01-06,S005,P086,WH-North,37,34,2683.09,91225.06,2025-01-28,2025-01-26
PO00619,2025-08-25,S012,P088,WH-North,374,325,5620.86,1826779.5,2025-09-09,2025-09-13
PO00620,2026-06-19,S017,P044,WH-North,280,272,3055.75,831164.0,2026-07-13,2026-07-20
PO00621,2025-08-12,S017,P055,WH-West,60,59,1236.07,72928.13,2025-08-27,2025-08-27
PO00622,2026-05-01,S007,P018,WH-North,367,364,5728.7,2085246.8,2026-05-25,2026-06-02
PO00623,2026-02-17,S021,P011,WH-West,441,441,7695.2,3393583.2,2026-03-05,2026-03-02
PO00624,2025-01-31,S015,P054,WH-North,450,436,3739.53,1630435.08,2025-02-22,2025-02-26
PO00625,2026-04-18,S019,P001,WH-North,398,331,1589.96,526276.76,2026-04-24,2026-04-21
PO00626,2026-05-29,S001,P053,WH-West,357,294,6607.41,1942578.54,2026-06-06,2026-06-04
PO00627,2025-12-08,S005,P096,WH-East,91,88,4344.62,382326.56,2025-12-16,2025-12-13
PO00628,2025-06-14,S019,P080,WH-North,159,132,5694.0,751608.0,2025-07-02,2025-07-06
PO00629,2025-10-27,S012,P078,WH-North,433,382,5690.78,2173877.96,2025-11-13,2025-11-12
PO00630,2026-03-30,S010,P033,WH-West,233,197,5454.17,1074471.49,2026-04-12,2026-04-17
PO00631,2026-04-26,S021,P007,WH-East,25,25,7730.21,193255.25,2026-05-15,2026-05-22
PO00632,2025-03-16,S020,P083,WH-East,464,410,1022.9,419389.0,2025-03-30,2025-04-07
PO00633,2025-11-05,S017,P025,WH-West,497,413,1867.3,771194.9,2025-11-14,2025-11-17
PO00634,2025-03-17,S025,P069,WH-South,475,475,5619.39,2669210.25,2025-03-25,2025-03-27
PO00635,2026-01-22,S025,P049,WH-South,138,130,2161.22,280958.6,2026-02-13,2026-02-20
PO00636,2025-12-16,S014,P074,WH-East,467,386,7257.25,2801298.5,2025-12-24,2025-12-26
PO00637,2025-10-02,S010,P004,WH-North,386,381,4269.34,1626618.54,2025-10-22,2025-10-28
PO00638,2025-10-28,S015,P024,WH-East,387,329,3955.92,1301497.68,2025-11-12,2025-11-09
PO00639,2025-02-24,S008,P046,WH-North,496,486,1480.52,719532.72,2025-03-07,2025-03-11
PO00640,2026-04-05,S003,P070,WH-North,498,468,2363.97,1106337.96,2026-04-10,2026-04-16
PO00641,2026-06-25,S015,P012,WH-North,88,75,2355.34,176650.5,2026-07-02,2026-07-09
PO00642,2025-11-09,S010,P062,WH-East,414,402,7600.79,3055517.58,2025-11-29,2025-11-28
PO00643,2025-09-26,S025,P084,WH-North,465,424,6608.9,2802173.6,2025-10-04,2025-10-03
PO00644,2026-05-12,S022,P090,WH-East,396,375,1950.75,731531.25,2026-05-19,2026-05-18
PO00645,2025-06-04,S013,P076,WH-North,420,417,1819.91,758902.47,2025-06-28,2025-07-05
PO00646,2025-07-15,S010,P062,WH-North,96,84,7600.79,638466.36,2025-07-20,2025-07-25
PO00647,2026-04-25,S009,P097,WH-East,295,263,6093.09,1602482.67,2026-04-30,2026-05-01
PO00648,2026-03-24,S010,P062,WH-East,370,370,7600.79,2812292.3,2026-04-07,2026-04-05
PO00649,2025-04-15,S013,P076,WH-West,429,395,1819.91,718864.45,2025-05-01,2025-05-01
PO00650,2025-03-15,S022,P058,WH-North,111,103,2347.48,241790.44,2025-03-22,2025-03-25
PO00651,2025-03-16,S022,P038,WH-West,462,405,7793.26,3156270.3,2025-04-02,2025-04-10
PO00652,2025-04-07,S007,P068,WH-North,172,155,6782.27,1051251.85,2025-04-17,2025-04-23
PO00653,2025-08-29,S007,P017,WH-West,387,356,5748.97,2046633.32,2025-09-22,2025-09-19
PO00654,2026-01-26,S014,P010,WH-West,37,32,6761.94,216382.08,2026-02-09,2026-02-07
PO00655,2025-04-19,S020,P083,WH-South,499,433,1022.9,442915.7,2025-04-29,2025-05-03
PO00656,2025-01-28,S014,P043,WH-East,432,406,6183.15,2510358.9,2025-02-02,2025-02-06
PO00657,2025-04-12,S010,P033,WH-South,342,293,5454.17,1598071.81,2025-05-01,2025-04-30
PO00658,2025-04-29,S016,P037,WH-West,54,50,1418.79,70939.5,2025-05-17,2025-05-18
PO00659,2025-01-27,S023,P028,WH-South,121,116,1287.42,149340.72,2025-02-12,2025-02-16
PO00660,2025-05-30,S008,P046,WH-South,290,249,1480.52,368649.48,2025-06-13,2025-06-19
PO00661,2025-05-22,S022,P002,WH-East,326,316,6949.48,2196035.68,2025-06-04,2025-06-09
PO00662,2025-06-03,S008,P046,WH-West,406,362,1480.52,535948.24,2025-06-22,2025-06-29
PO00663,2026-05-07,S022,P038,WH-North,296,296,7793.26,2306804.96,2026-05-25,2026-05-23
PO00664,2025-07-02,S022,P038,WH-North,464,464,7793.26,3616072.64,2025-07-16,2025-07-22
PO00665,2025-07-22,S012,P021,WH-West,278,272,2470.72,672035.84,2025-07-27,2025-07-31
PO00666,2025-03-12,S003,P023,WH-East,456,405,1939.29,785412.45,2025-04-05,2025-04-04
PO00667,2025-07-02,S010,P033,WH-South,54,54,5454.17,294525.18,2025-07-08,2025-07-13
PO00668,2025-06-22,S022,P090,WH-East,453,453,1950.75,883689.75,2025-06-28,2025-06-29
PO00669,2026-06-26,S014,P043,WH-North,27,25,6183.15,154578.75,2026-07-02,2026-07-03
PO00670,2025-12-21,S025,P094,WH-East,451,425,7900.12,3357551.0,2025-12-27,2026-01-03
PO00671,2025-06-03,S007,P068,WH-South,278,228,6782.27,1546357.56,2025-06-15,2025-06-15
PO00672,2026-01-20,S003,P070,WH-East,329,273,2363.97,645363.81,2026-02-11,2026-02-15
PO00673,2025-11-07,S008,P098,WH-North,478,440,2306.64,1014921.6,2025-11-24,2025-11-21
PO00674,2025-01-25,S012,P064,WH-North,387,365,6957.51,2539491.15,2025-02-15,2025-02-23
PO00675,2025-04-08,S025,P084,WH-West,405,357,6608.9,2359377.3,2025-04-20,2025-04-22
PO00676,2025-10-27,S012,P064,WH-West,436,366,6957.51,2546448.66,2025-11-10,2025-11-13
PO00677,2025-03-10,S016,P037,WH-West,219,214,1418.79,303621.06,2025-03-28,2025-04-01
PO00678,2025-12-27,S009,P079,WH-North,159,144,6732.07,969418.08,2026-01-19,2026-01-19
PO00679,2025-03-04,S003,P023,WH-South,38,36,1939.29,69814.44,2025-03-27,2025-04-04
PO00680,2026-05-10,S017,P073,WH-North,421,400,4048.01,1619204.0,2026-05-19,2026-05-24
PO00681,2026-02-28,S002,P034,WH-North,453,421,5330.87,2244296.27,2026-03-22,2026-03-30
PO00682,2026-01-15,S002,P034,WH-East,104,89,5330.87,474447.43,2026-01-29,2026-01-28
PO00683,2025-09-12,S001,P027,WH-West,41,39,3376.64,131688.96,2025-10-02,2025-10-06
PO00684,2025-09-18,S019,P080,WH-East,254,225,5694.0,1281150.0,2025-10-10,2025-10-16
PO00685,2025-05-09,S010,P004,WH-South,305,300,4269.34,1280802.0,2025-05-22,2025-05-29
PO00686,2026-06-07,S025,P092,WH-South,357,307,7533.17,2312683.19,2026-06-21,2026-06-27
PO00687,2026-02-26,S013,P081,WH-East,409,359,7060.83,2534837.97,2026-03-14,2026-03-15
PO00688,2026-06-13,S013,P076,WH-North,148,134,1819.91,243867.94,2026-06-22,2026-06-30
PO00689,2026-02-20,S025,P069,WH-East,412,399,5619.39,2242136.61,2026-03-11,2026-03-12
PO00690,2025-01-05,S018,P099,WH-East,71,68,1041.43,70817.24,2025-01-16,2025-01-19
PO00691,2025-07-25,S016,P100,WH-North,483,429,4482.47,1922979.63,2025-08-18,2025-08-19
PO00692,2026-04-14,S025,P094,WH-West,48,44,7900.12,347605.28,2026-04-25,2026-04-28
PO00693,2025-03-23,S004,P063,WH-West,337,292,4099.62,1197089.04,2025-03-30,2025-04-04
PO00694,2025-03-08,S012,P078,WH-West,48,47,5690.78,267466.66,2025-03-15,2025-03-23
PO00695,2025-09-24,S010,P014,WH-East,152,131,5698.83,746546.73,2025-10-05,2025-10-06
PO00696,2026-04-20,S013,P066,WH-East,230,226,6590.35,1489419.1,2026-04-25,2026-04-23
PO00697,2026-05-01,S023,P028,WH-North,41,41,1287.42,52784.22,2026-05-23,2026-05-29
PO00698,2025-06-02,S012,P021,WH-West,196,196,2470.72,484261.12,2025-06-07,2025-06-09
PO00699,2026-05-02,S009,P079,WH-North,138,137,6732.07,922293.59,2026-05-12,2026-05-17
PO00700,2025-02-17,S017,P087,WH-South,155,134,5608.98,751603.32,2025-03-13,2025-03-18
PO00701,2025-01-24,S014,P010,WH-South,390,352,6761.94,2380202.88,2025-02-04,2025-02-12
PO00702,2026-01-10,S017,P026,WH-East,101,85,5615.99,477359.15,2026-01-26,2026-01-27
PO00703,2025-12-23,S003,P035,WH-South,383,327,7193.14,2352156.78,2025-12-30,2026-01-06
PO00704,2025-02-02,S002,P034,WH-North,481,399,5330.87,2127017.13,2025-02-08,2025-02-06
PO00705,2026-04-17,S022,P002,WH-North,87,82,6949.48,569857.36,2026-05-06,2026-05-08
PO00706,2025-06-24,S021,P095,WH-South,59,55,4617.29,253950.95,2025-07-18,2025-07-26
PO00707,2026-05-13,S014,P043,WH-North,110,110,6183.15,680146.5,2026-05-21,2026-05-21
PO00708,2025-11-09,S017,P044,WH-North,171,156,3055.75,476697.0,2025-12-03,2025-12-03
PO00709,2025-07-17,S017,P044,WH-East,241,229,3055.75,699766.75,2025-08-09,2025-08-08
PO00710,2025-01-03,S014,P043,WH-North,95,86,6183.15,531750.9,2025-01-18,2025-01-26
PO00711,2025-02-18,S017,P052,WH-East,254,250,1367.08,341770.0,2025-03-14,2025-03-11
PO00712,2025-01-14,S023,P005,WH-North,160,160,3730.15,596824.0,2025-01-23,2025-01-28
PO00713,2026-02-08,S013,P019,WH-East,453,411,4142.28,1702477.08,2026-03-04,2026-03-06
PO00714,2025-07-13,S009,P030,WH-South,448,375,5123.21,1921203.75,2025-07-29,2025-08-04
PO00715,2025-09-17,S025,P049,WH-East,407,347,2161.22,749943.34,2025-10-07,2025-10-14
PO00716,2025-09-04,S004,P063,WH-North,109,105,4099.62,430460.1,2025-09-18,2025-09-26
PO00717,2026-03-08,S013,P081,WH-West,466,412,7060.83,2909061.96,2026-03-18,2026-03-17
PO00718,2026-04-26,S005,P029,WH-West,84,82,6128.71,502554.22,2026-05-12,2026-05-09
PO00719,2025-09-15,S013,P076,WH-East,174,169,1819.91,307564.79,2025-09-26,2025-09-28
PO00720,2026-06-19,S017,P072,WH-East,234,224,5486.78,1229038.72,2026-07-03,2026-07-03
PO00721,2025-04-18,S009,P079,WH-East,466,458,6732.07,3083288.06,2025-05-08,2025-05-05
PO00722,2025-06-25,S001,P053,WH-South,381,370,6607.41,2444741.7,2025-07-02,2025-07-08
PO00723,2026-04-14,S008,P098,WH-North,377,357,2306.64,823470.48,2026-05-04,2026-05-04
PO00724,2026-06-11,S023,P028,WH-East,158,130,1287.42,167364.6,2026-06-27,2026-06-25
PO00725,2025-06-01,S013,P085,WH-West,250,231,800.7,184961.7,2025-06-13,2025-06-12
PO00726,2025-10-03,S001,P053,WH-South,61,57,6607.41,376622.37,2025-10-12,2025-10-18
PO00727,2025-02-07,S007,P017,WH-West,255,255,5748.97,1465987.35,2025-02-28,2025-03-06
PO00728,2025-10-08,S010,P082,WH-East,488,464,5709.22,2649078.08,2025-11-01,2025-11-04
PO00729,2026-03-07,S015,P024,WH-East,105,98,3955.92,387680.16,2026-03-31,2026-04-03
PO00730,2025-11-16,S012,P088,WH-North,367,341,5620.86,1916713.26,2025-12-04,2025-12-05
PO00731,2025-06-20,S013,P076,WH-South,185,156,1819.91,283905.96,2025-07-03,2025-07-09
PO00732,2025-03-12,S005,P065,WH-East,217,196,5199.81,1019162.76,2025-04-04,2025-04-02
PO00733,2025-03-29,S020,P036,WH-North,364,308,6872.15,2116622.2,2025-04-14,2025-04-19
PO00734,2025-02-26,S001,P032,WH-East,81,67,6504.58,435806.86,2025-03-13,2025-03-18
PO00735,2025-06-16,S025,P069,WH-West,407,361,5619.39,2028599.79,2025-06-21,2025-06-26
PO00736,2025-08-24,S017,P026,WH-North,53,50,5615.99,280799.5,2025-09-08,2025-09-10
PO00737,2026-02-02,S009,P056,WH-South,301,299,765.88,228998.12,2026-02-14,2026-02-22
PO00738,2025-11-16,S017,P067,WH-West,250,246,3111.48,765424.08,2025-12-10,2025-12-07
PO00739,2026-06-16,S010,P033,WH-West,392,345,5454.17,1881688.65,2026-06-24,2026-07-02
PO00740,2025-01-07,S021,P039,WH-South,329,273,1910.51,521569.23,2025-01-15,2025-01-17
PO00741,2026-04-03,S025,P084,WH-South,430,387,6608.9,2557644.3,2026-04-18,2026-04-25
PO00742,2025-08-26,S022,P058,WH-West,186,164,2347.48,384986.72,2025-09-18,2025-09-22
PO00743,2026-03-27,S015,P012,WH-East,232,207,2355.34,487555.38,2026-04-04,2026-04-04
PO00744,2025-04-24,S025,P084,WH-South,296,276,6608.9,1824056.4,2025-05-04,2025-05-06
PO00745,2026-05-07,S013,P081,WH-South,73,60,7060.83,423649.8,2026-05-20,2026-05-27
PO00746,2025-11-05,S014,P043,WH-North,203,182,6183.15,1125333.3,2025-11-20,2025-11-24
PO00747,2026-03-25,S017,P072,WH-South,240,224,5486.78,1229038.72,2026-04-10,2026-04-12
PO00748,2025-06-07,S008,P013,WH-North,117,106,272.75,28911.5,2025-06-29,2025-06-29
PO00749,2026-02-03,S017,P073,WH-South,82,78,4048.01,315744.78,2026-02-27,2026-03-02
PO00750,2025-07-22,S020,P083,WH-East,494,423,1022.9,432686.7,2025-08-04,2025-08-05
PO00751,2026-03-30,S022,P090,WH-East,61,52,1950.75,101439.0,2026-04-18,2026-04-25
PO00752,2025-04-30,S023,P005,WH-South,268,236,3730.15,880315.4,2025-05-21,2025-05-28
PO00753,2026-06-19,S023,P045,WH-North,129,108,7714.42,833157.36,2026-07-02,2026-06-29
PO00754,2025-06-29,S004,P089,WH-East,173,150,3726.91,559036.5,2025-07-16,2025-07-15
PO00755,2026-05-27,S023,P005,WH-East,216,181,3730.15,675157.15,2026-06-02,2026-06-01
PO00756,2026-05-08,S003,P023,WH-West,167,150,1939.29,290893.5,2026-05-29,2026-05-26
PO00757,2025-11-23,S003,P035,WH-West,475,457,7193.14,3287264.98,2025-12-15,2025-12-15
PO00758,2026-02-01,S005,P096,WH-East,391,343,4344.62,1490204.66,2026-02-11,2026-02-09
PO00759,2026-05-27,S015,P054,WH-West,229,188,3739.53,703031.64,2026-06-02,2026-06-10
PO00760,2025-07-02,S025,P049,WH-North,456,425,2161.22,918518.5,2025-07-07,2025-07-13
PO00761,2025-04-16,S003,P070,WH-South,403,386,2363.97,912492.42,2025-04-25,2025-04-22
PO00762,2026-05-13,S012,P078,WH-East,472,424,5690.78,2412890.72,2026-05-31,2026-06-08
PO00763,2025-11-30,S022,P093,WH-East,471,414,7471.92,3093374.88,2025-12-22,2025-12-24
PO00764,2026-01-09,S016,P037,WH-West,262,241,1418.79,341928.39,2026-01-17,2026-01-20
PO00765,2025-01-01,S007,P022,WH-East,126,106,7083.75,750877.5,2025-01-19,2025-01-19
PO00766,2026-04-20,S025,P084,WH-East,24,23,6608.9,152004.7,2026-05-09,2026-05-10
PO00767,2026-03-28,S003,P008,WH-East,163,158,5513.62,871151.96,2026-04-09,2026-04-14
PO00768,2025-07-03,S013,P091,WH-East,156,150,2579.79,386968.5,2025-07-09,2025-07-13
PO00769,2025-03-29,S022,P057,WH-South,300,266,606.82,161414.12,2025-04-19,2025-04-17
PO00770,2026-04-30,S023,P071,WH-West,460,455,3389.05,1542017.75,2026-05-21,2026-05-27
PO00771,2025-12-06,S020,P060,WH-West,185,185,1061.17,196316.45,2025-12-30,2025-12-29
PO00772,2025-06-21,S017,P055,WH-East,155,136,1236.07,168105.52,2025-07-01,2025-07-06
PO00773,2026-01-13,S002,P034,WH-East,147,128,5330.87,682351.36,2026-01-23,2026-01-24
PO00774,2025-06-26,S001,P041,WH-East,84,81,7152.57,579358.17,2025-07-19,2025-07-16
PO00775,2025-02-05,S023,P028,WH-South,434,417,1287.42,536854.14,2025-02-10,2025-02-15
PO00776,2026-03-29,S019,P031,WH-North,308,284,1614.17,458424.28,2026-04-08,2026-04-12
PO00777,2025-08-13,S012,P021,WH-North,458,458,2470.72,1131589.76,2025-08-22,2025-08-28
PO00778,2025-10-20,S014,P074,WH-East,399,339,7257.25,2460207.75,2025-10-28,2025-10-31
PO00779,2026-04-18,S022,P051,WH-South,147,135,366.79,49516.65,2026-05-05,2026-05-08
PO00780,2025-09-10,S020,P036,WH-South,216,179,6872.15,1230114.85,2025-10-04,2025-10-08
PO00781,2025-02-20,S023,P077,WH-West,101,84,7797.85,655019.4,2025-03-13,2025-03-20
PO00782,2025-10-20,S017,P026,WH-North,311,258,5615.99,1448925.42,2025-11-06,2025-11-06
PO00783,2025-06-02,S008,P098,WH-North,103,95,2306.64,219130.8,2025-06-22,2025-06-25
PO00784,2025-09-18,S013,P019,WH-South,171,160,4142.28,662764.8,2025-10-05,2025-10-09
PO00785,2025-04-15,S007,P006,WH-East,208,171,514.64,88003.44,2025-04-20,2025-04-27
PO00786,2026-01-02,S010,P048,WH-West,230,218,6812.06,1485029.08,2026-01-16,2026-01-22
PO00787,2025-10-10,S001,P015,WH-South,47,43,7332.43,315294.49,2025-11-01,2025-10-31
PO00788,2025-11-13,S025,P049,WH-West,79,68,2161.22,146962.96,2025-12-04,2025-12-02
PO00789,2026-04-28,S007,P018,WH-North,113,93,5728.7,532769.1,2026-05-19,2026-05-17
PO00790,2025-03-25,S025,P084,WH-South,354,301,6608.9,1989278.9,2025-04-08,2025-04-11
PO00791,2025-02-14,S005,P065,WH-West,133,125,5199.81,649976.25,2025-03-10,2025-03-15
PO00792,2026-01-22,S007,P022,WH-East,348,331,7083.75,2344721.25,2026-01-28,2026-02-05
PO00793,2025-07-08,S020,P060,WH-West,143,136,1061.17,144319.12,2025-07-22,2025-07-26
PO00794,2026-05-05,S020,P036,WH-West,58,49,6872.15,336735.35,2026-05-29,2026-06-04
PO00795,2025-02-19,S010,P082,WH-East,434,434,5709.22,2477801.48,2025-03-01,2025-03-07
PO00796,2025-07-20,S014,P010,WH-North,276,249,6761.94,1683723.06,2025-07-27,2025-07-30
PO00797,2025-06-24,S002,P020,WH-South,32,31,1946.07,60328.17,2025-07-08,2025-07-13
PO00798,2025-05-22,S003,P070,WH-South,247,211,2363.97,498797.67,2025-06-14,2025-06-14
PO00799,2025-10-02,S005,P061,WH-East,213,195,6142.41,1197769.95,2025-10-23,2025-10-29
PO00800,2025-07-09,S022,P059,WH-South,61,56,524.57,29375.92,2025-07-25,2025-07-28
PO00801,2025-05-14,S007,P022,WH-East,440,429,7083.75,3038928.75,2025-05-30,2025-05-31
PO00802,2026-06-29,S007,P068,WH-East,204,193,6782.27,1308978.11,2026-07-09,2026-07-06
PO00803,2025-04-07,S010,P004,WH-South,54,49,4269.34,209197.66,2025-04-23,2025-04-29
PO00804,2025-02-10,S020,P083,WH-West,56,49,1022.9,50122.1,2025-03-06,2025-03-06
PO00805,2025-11-25,S005,P029,WH-North,94,94,6128.71,576098.74,2025-12-05,2025-12-02
PO00806,2026-05-16,S022,P058,WH-South,269,236,2347.48,554005.28,2026-05-23,2026-05-20
PO00807,2026-06-25,S022,P058,WH-South,485,410,2347.48,962466.8,2026-07-02,2026-07-05
PO00808,2026-01-08,S015,P054,WH-North,146,128,3739.53,478659.84,2026-01-21,2026-01-20
PO00809,2026-05-26,S023,P028,WH-South,39,35,1287.42,45059.7,2026-05-31,2026-06-05
PO00810,2025-04-05,S023,P077,WH-East,469,397,7797.85,3095746.45,2025-04-13,2025-04-20
